file,location,year_diff,year_pub
1,3,7,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,4,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,4,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,0,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,5,2012
1,3,7,2012
1,3,5,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,7,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,7,2012
1,3,7,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,5,4,2012
1,3,4,2012
1,3,4,2012
1,5,4,2012
1,3,4,2012
1,3,4,2012
1,1,7,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,4,4,2012
1,3,4,2012
1,0,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,7,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,4,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,7,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,3,4,2012
1,0,4,2012
1,3,4,2012
1,3,4,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,6,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,4,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,6,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,4,3,2012
1,3,3,2012
1,3,3,2012
1,4,3,2012
1,3,3,2012
1,3,3,2012
1,3,6,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,3,2012
1,3,2,2012
1,3,2,2012
1,3,6,2012
1,3,2,2012
1,3,2,2012
1,3,2,2012
1,3,2,2012
1,3,2,2012
1,3,1,2012
1,5,1,2012
1,3,1,2012
1,3,1,2012
1,3,1,2012
1,3,1,2012
1,3,6,2012
1,3,1,2012
1,3,1,2012
1,3,0,2012
1,1,0,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,1,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
2,1,19,2000
2,5,17,2000
2,1,16,2000
2,1,16,2000
2,3,15,2000
2,1,15,2000
2,1,14,2000
2,6,14,2000
2,1,14,2000
2,1,14,2000
2,1,14,2000
2,3,19,2000
2,1,19,2000
2,1,14,2000
2,5,13,2000
2,1,13,2000
2,5,18,2000
2,1,18,2000
2,5,18,2000
2,1,18,2000
2,6,18,2000
2,1,18,2000
2,4,18,2000
2,0,18,2000
2,0,18,2000
2,1,18,2000
2,1,18,2000
2,1,17,2000
2,1,17,2000
3,5,26,1992
3,1,24,1992
3,1,24,1992
3,5,24,1992
3,5,24,1992
3,1,23,1992
3,6,23,1992
3,1,23,1992
3,6,23,1992
3,3,23,1992
3,1,23,1992
3,1,26,1992
3,1,23,1992
3,1,23,1992
3,5,23,1992
3,1,23,1992
3,5,23,1992
3,3,23,1992
3,1,23,1992
3,4,23,1992
3,1,22,1992
3,4,22,1992
3,1,22,1992
3,3,22,1992
3,1,22,1992
3,1,26,1992
3,1,22,1992
3,1,22,1992
3,1,22,1992
3,1,22,1992
3,4,22,1992
3,5,22,1992
3,1,22,1992
3,1,22,1992
3,3,22,1992
3,1,22,1992
3,5,22,1992
3,1,22,1992
3,5,26,1992
3,5,22,1992
3,5,22,1992
3,1,22,1992
3,1,22,1992
3,1,21,1992
3,1,21,1992
3,1,21,1992
3,1,21,1992
3,5,21,1992
3,1,25,1992
3,3,21,1992
3,1,21,1992
3,1,21,1992
3,1,21,1992
3,5,21,1992
3,1,21,1992
3,5,21,1992
3,1,21,1992
3,5,21,1992
3,1,21,1992
3,1,21,1992
3,5,25,1992
3,1,20,1992
3,3,20,1992
3,4,20,1992
3,5,20,1992
3,5,20,1992
3,1,20,1992
3,1,19,1992
3,5,19,1992
3,1,19,1992
3,3,18,1992
3,1,18,1992
3,5,16,1992
3,1,25,1992
3,1,14,1992
3,5,25,1992
3,5,24,1992
4,5,18,2001
4,1,15,2001
4,5,15,2001
4,5,15,2001
4,0,15,2001
4,5,15,2001
4,5,15,2001
4,1,14,2001
4,1,14,2001
4,1,14,2001
4,1,14,2001
4,1,17,2001
4,1,13,2001
4,1,13,2001
4,1,13,2001
4,5,13,2001
4,1,12,2001
4,3,12,2001
4,1,12,2001
4,5,11,2001
4,1,11,2001
4,1,11,2001
4,1,11,2001
4,1,17,2001
4,1,10,2001
4,0,16,2001
4,1,16,2001
4,3,16,2001
4,1,16,2001
4,1,16,2001
4,1,15,2001
4,1,15,2001
5,1,19,1999
5,1,13,1999
5,1,9,1999
5,1,17,1999
5,1,17,1999
5,1,16,1999
5,1,16,1999
5,1,16,1999
5,1,16,1999
5,1,14,1999
5,1,14,1999
6,3,16,2001
6,1,16,2001
6,1,11,2001
6,1,11,2001
6,3,10,2001
6,3,10,2001
6,1,10,2001
6,5,8,2001
6,3,8,2001
6,4,7,2001
6,5,6,2001
6,1,6,2001
6,1,14,2001
6,4,14,2001
6,3,13,2001
6,3,12,2001
6,0,12,2001
6,3,12,2001
6,3,11,2001
6,5,11,2001
7,1,9,2010
7,1,7,2010
7,1,7,2010
7,1,7,2010
7,1,7,2010
7,1,6,2010
7,5,6,2010
7,1,6,2010
7,5,6,2010
7,1,6,2010
7,5,6,2010
7,1,6,2010
7,1,6,2010
7,1,6,2010
7,5,8,2010
7,5,6,2010
7,1,6,2010
7,1,5,2010
7,1,5,2010
7,1,5,2010
7,5,5,2010
7,1,5,2010
7,6,5,2010
7,5,5,2010
7,1,5,2010
7,3,4,2010
7,1,4,2010
7,5,4,2010
7,1,8,2010
7,5,4,2010
7,5,4,2010
7,1,4,2010
7,5,4,2010
7,1,4,2010
7,1,4,2010
7,1,4,2010
7,5,4,2010
7,1,4,2010
7,5,4,2010
7,1,4,2010
7,0,4,2010
7,5,8,2010
7,5,4,2010
7,5,4,2010
7,1,4,2010
7,1,4,2010
7,5,3,2010
7,1,3,2010
7,5,3,2010
7,3,3,2010
7,5,3,2010
7,1,3,2010
7,5,3,2010
7,1,3,2010
7,1,3,2010
7,1,3,2010
7,1,8,2010
7,1,3,2010
7,5,3,2010
7,1,3,2010
7,5,3,2010
7,5,3,2010
7,1,3,2010
7,5,2,2010
7,1,2,2010
7,5,2,2010
7,1,2,2010
7,5,2,2010
7,1,2,2010
7,5,1,2010
7,5,1,2010
7,1,1,2010
7,5,8,2010
7,5,7,2010
7,1,7,2010
8,3,16,2003
8,3,15,2003
8,5,15,2003
8,3,15,2003
8,5,14,2003
8,3,14,2003
8,3,14,2003
8,3,14,2003
8,0,14,2003
8,1,14,2003
8,5,14,2003
8,3,14,2003
8,3,14,2003
8,0,16,2003
8,3,13,2003
8,1,13,2003
8,3,13,2003
8,3,13,2003
8,0,13,2003
8,5,13,2003
8,3,13,2003
8,3,13,2003
8,3,13,2003
8,5,13,2003
8,1,13,2003
8,3,12,2003
8,3,12,2003
8,3,16,2003
8,3,12,2003
8,3,12,2003
8,3,12,2003
8,0,12,2003
8,0,12,2003
8,3,12,2003
8,1,12,2003
8,0,12,2003
8,0,12,2003
8,4,11,2003
8,3,11,2003
8,5,11,2003
8,3,11,2003
8,5,16,2003
8,0,11,2003
8,1,11,2003
8,3,11,2003
8,3,10,2003
8,3,10,2003
8,3,10,2003
8,3,8,2003
8,1,8,2003
8,0,15,2003
8,3,15,2003
8,3,15,2003
8,1,15,2003
8,3,15,2003
9,1,16,2003
9,3,15,2003
9,4,14,2003
9,5,14,2003
9,5,14,2003
9,3,14,2003
9,3,14,2003
9,4,14,2003
9,3,14,2003
9,3,13,2003
9,3,13,2003
9,3,15,2003
9,4,13,2003
9,3,13,2003
9,3,12,2003
9,3,12,2003
9,3,12,2003
9,0,12,2003
9,3,12,2003
9,3,12,2003
9,3,12,2003
9,4,12,2003
9,3,15,2003
9,4,12,2003
9,3,11,2003
9,4,11,2003
9,3,11,2003
9,3,11,2003
9,4,11,2003
9,3,11,2003
9,3,10,2003
9,3,10,2003
9,3,10,2003
9,3,15,2003
9,3,10,2003
9,4,10,2003
9,3,10,2003
9,3,10,2003
9,3,10,2003
9,3,10,2003
9,5,10,2003
9,3,10,2003
9,5,10,2003
9,4,9,2003
9,3,9,2003
9,3,9,2003
9,5,15,2003
9,4,9,2003
9,3,9,2003
9,4,9,2003
9,3,9,2003
9,5,9,2003
9,3,9,2003
9,3,8,2003
9,4,8,2003
9,4,8,2003
9,4,8,2003
9,3,15,2003
9,3,8,2003
9,4,8,2003
9,5,8,2003
9,3,8,2003
9,3,8,2003
9,3,7,2003
9,3,7,2003
9,3,6,2003
9,4,5,2003
9,4,5,2003
9,3,5,2003
9,3,4,2003
9,3,15,2003
9,3,4,2003
9,3,4,2003
9,3,15,2003
9,3,15,2003
10,3,16,2003
10,1,13,2003
10,4,12,2003
10,3,12,2003
10,3,12,2003
10,3,12,2003
10,3,11,2003
10,3,11,2003
10,3,11,2003
10,3,11,2003
10,1,11,2003
10,3,16,2003
10,1,11,2003
10,3,11,2003
10,3,11,2003
10,4,11,2003
10,3,11,2003
10,5,11,2003
10,5,11,2003
10,3,11,2003
10,5,11,2003
10,3,11,2003
10,3,10,2003
10,3,15,2003
10,3,10,2003
10,3,10,2003
10,3,10,2003
10,3,10,2003
10,4,10,2003
10,3,10,2003
10,4,10,2003
10,3,9,2003
10,3,9,2003
10,3,9,2003
10,3,9,2003
10,1,9,2003
10,3,15,2003
10,3,9,2003
10,3,9,2003
10,1,8,2003
10,3,8,2003
10,3,8,2003
10,3,8,2003
10,3,8,2003
10,3,8,2003
10,3,8,2003
10,5,8,2003
10,1,8,2003
10,3,7,2003
10,3,15,2003
10,3,7,2003
10,3,7,2003
10,3,7,2003
10,5,7,2003
10,3,7,2003
10,3,6,2003
10,3,6,2003
10,1,6,2003
10,3,5,2003
10,4,5,2003
10,3,5,2003
10,3,14,2003
10,3,5,2003
10,3,4,2003
10,4,4,2003
10,3,4,2003
10,1,4,2003
10,3,3,2003
10,1,3,2003
10,3,13,2003
10,5,13,2003
10,3,13,2003
